country_code,short_name,region,year,value
PAK,Pakistan,South Asia,2012,6106.0
PAK,Pakistan,South Asia,2013,6758.0
PAK,Pakistan,South Asia,2014,5921.0
PAN,Panama,Latin America & Caribbean,2000,2327.0
PAN,Panama,Latin America & Caribbean,2001,3286.0
PAN,Panama,Latin America & Caribbean,2002,3210.0
PAN,Panama,Latin America & Caribbean,2003,3242.0
PAN,Panama,Latin America & Caribbean,2004,3251.0
PAN,Panama,Latin America & Caribbean,2005,2826.0
PAN,Panama,Latin America & Caribbean,2006,2776.0
PAN,Panama,Latin America & Caribbean,2007,2941.0
PAN,Panama,Latin America & Caribbean,2008,3065.0
PAN,Panama,Latin America & Caribbean,2009,3140.0
PAN,Panama,Latin America & Caribbean,2010,3296.0
PAN,Panama,Latin America & Caribbean,2011,2867.0
PAN,Panama,Latin America & Caribbean,2012,2834.0
PAN,Panama,Latin America & Caribbean,2015,2869.0
PAN,Panama,Latin America & Caribbean,2016,2899.0
PAN,Panama,Latin America & Caribbean,2017,2839.0
PAN,Panama,Latin America & Caribbean,2018,2717.0
PAN,Panama,Latin America & Caribbean,2019,2846.0
PER,Peru,Latin America & Caribbean,2000,723.0
PER,Peru,Latin America & Caribbean,2001,2644.0
PER,Peru,Latin America & Caribbean,2002,3238.0
PER,Peru,Latin America & Caribbean,2004,3216.0
PER,Peru,Latin America & Caribbean,2005,3100.0
PER,Peru,Latin America & Caribbean,2006,3442.0
PER,Peru,Latin America & Caribbean,2007,4021.0
PER,Peru,Latin America & Caribbean,2008,3999.0
PER,Peru,Latin America & Caribbean,2009,4045.0
PER,Peru,Latin America & Caribbean,2010,4001.0
PER,Peru,Latin America & Caribbean,2011,4543.0
PER,Peru,Latin America & Caribbean,2012,4802.0
PER,Peru,Latin America & Caribbean,2013,5662.0
PER,Peru,Latin America & Caribbean,2014,5697.0
PER,Peru,Latin America & Caribbean,2015,5593.0
PER,Peru,Latin America & Caribbean,2016,6622.0
PER,Peru,Latin America & Caribbean,2017,8656.0
PHL,Philippines,East Asia & Pacific,2000,6728.0
PHL,Philippines,East Asia & Pacific,2001,7408.0
PHL,Philippines,East Asia & Pacific,2002,7122.0
PHL,Philippines,East Asia & Pacific,2003,6857.0
PHL,Philippines,East Asia & Pacific,2004,6428.0
PHL,Philippines,East Asia & Pacific,2005,6070.0
PHL,Philippines,East Asia & Pacific,2006,6087.0
PHL,Philippines,East Asia & Pacific,2007,6138.0
PHL,Philippines,East Asia & Pacific,2008,6303.0
PHL,Philippines,East Asia & Pacific,2009,6509.0
PHL,Philippines,East Asia & Pacific,2010,6492.0
PHL,Philippines,East Asia & Pacific,2011,6631.0
PHL,Philippines,East Asia & Pacific,2012,6822.0
PHL,Philippines,East Asia & Pacific,2013,6623.0
PHL,Philippines,East Asia & Pacific,2014,6335.0
PHL,Philippines,East Asia & Pacific,2015,27831.0
PHL,Philippines,East Asia & Pacific,2016,26566.0
PHL,Philippines,East Asia & Pacific,2017,26494.0
PHL,Philippines,East Asia & Pacific,2018,6578.0
PHL,Philippines,East Asia & Pacific,2019,14194.0
PLW,Palau,East Asia & Pacific,2000,2653.0
PNG,Papua New Guinea,East Asia & Pacific,2009,563.0
POL,Poland,Europe & Central Asia,2001,11510.0
POL,Poland,Europe & Central Asia,2002,11181.0
POL,Poland,Europe & Central Asia,2003,10770.0
POL,Poland,Europe & Central Asia,2004,10500.0
POL,Poland,Europe & Central Asia,2005,3091.0
POL,Poland,Europe & Central Asia,2006,2929.0
POL,Poland,Europe & Central Asia,2007,2805.0
POL,Poland,Europe & Central Asia,2008,2742.0
POL,Poland,Europe & Central Asia,2009,2607.0
POL,Poland,Europe & Central Asia,2010,2599.0
POL,Poland,Europe & Central Asia,2011,2512.0
POL,Poland,Europe & Central Asia,2012,2613.0
POL,Poland,Europe & Central Asia,2013,2551.0
POL,Poland,Europe & Central Asia,2014,2584.0
POL,Poland,Europe & Central Asia,2015,2376.0
POL,Poland,Europe & Central Asia,2016,2318.0
POL,Poland,Europe & Central Asia,2017,2398.0
PRI,Puerto Rico,Latin America & Caribbean,2000,11360.0
PRI,Puerto Rico,Latin America & Caribbean,2005,2850.0
PRT,Portugal,Europe & Central Asia,2007,1067.0
PRT,Portugal,Europe & Central Asia,2008,1049.0
PRT,Portugal,Europe & Central Asia,2009,1110.0
PRT,Portugal,Europe & Central Asia,2010,1198.0
PRT,Portugal,Europe & Central Asia,2011,1359.0
PRT,Portugal,Europe & Central Asia,2012,1494.0
PRT,Portugal,Europe & Central Asia,2013,1535.0
PRT,Portugal,Europe & Central Asia,2014,1655.0
PRT,Portugal,Europe & Central Asia,2015,2268.0
PRT,Portugal,Europe & Central Asia,2016,2918.0
PRT,Portugal,Europe & Central Asia,2017,3465.0
PRT,Portugal,Europe & Central Asia,2018,4041.0
PRY,Paraguay,Latin America & Caribbean,2001,1254.0
PRY,Paraguay,Latin America & Caribbean,2002,545.0
PRY,Paraguay,Latin America & Caribbean,2003,1426.0
PRY,Paraguay,Latin America & Caribbean,2004,1147.0
PRY,Paraguay,Latin America & Caribbean,2005,752.0
PRY,Paraguay,Latin America & Caribbean,2006,817.0
PRY,Paraguay,Latin America & Caribbean,2007,788.0
PRY,Paraguay,Latin America & Caribbean,2008,724.0
PRY,Paraguay,Latin America & Caribbean,2009,725.0
PRY,Paraguay,Latin America & Caribbean,2010,810.0
PRY,Paraguay,Latin America & Caribbean,2011,880.0
PRY,Paraguay,Latin America & Caribbean,2012,991.0
PRY,Paraguay,Latin America & Caribbean,2013,1117.0
PRY,Paraguay,Latin America & Caribbean,2014,929.0
PRY,Paraguay,Latin America & Caribbean,2015,1664.0
PRY,Paraguay,Latin America & Caribbean,2016,1672.0
PRY,Paraguay,Latin America & Caribbean,2017,1493.0
PSE,Palestine,Middle East & North Africa,2000,7534.0
PSE,Palestine,Middle East & North Africa,2001,7018.0
PSE,Palestine,Middle East & North Africa,2002,5636.0
PSE,Palestine,Middle East & North Africa,2003,6525.0
PSE,Palestine,Middle East & North Africa,2007,7704.0
PSE,Palestine,Middle East & North Africa,2017,1126.0
ROU,Romania,Europe & Central Asia,2000,939.0
ROU,Romania,Europe & Central Asia,2001,9515.0
ROU,Romania,Europe & Central Asia,2002,8602.0
ROU,Romania,Europe & Central Asia,2003,7732.0
ROU,Romania,Europe & Central Asia,2004,8166.0
ROU,Romania,Europe & Central Asia,2005,7274.0
ROU,Romania,Europe & Central Asia,2007,945.0
ROU,Romania,Europe & Central Asia,2008,906.0
ROU,Romania,Europe & Central Asia,2009,900.0
ROU,Romania,Europe & Central Asia,2010,932.0
ROU,Romania,Europe & Central Asia,2011,886.0
ROU,Romania,Europe & Central Asia,2012,889.0
ROU,Romania,Europe & Central Asia,2013,895.0
ROU,Romania,Europe & Central Asia,2014,856.0
ROU,Romania,Europe & Central Asia,2015,899.0
ROU,Romania,Europe & Central Asia,2016,846.0
ROU,Romania,Europe & Central Asia,2017,884.0
ROU,Romania,Europe & Central Asia,2018,928.0
RUS,Russia,Europe & Central Asia,2000,1451.0
RUS,Russia,Europe & Central Asia,2001,1439.0
RUS,Russia,Europe & Central Asia,2002,1457.0
RUS,Russia,Europe & Central Asia,2003,1406.0
RUS,Russia,Europe & Central Asia,2004,1437.0
RUS,Russia,Europe & Central Asia,2005,1328.0
RUS,Russia,Europe & Central Asia,2006,1803.0
RUS,Russia,Europe & Central Asia,2007,1788.0
RUS,Russia,Europe & Central Asia,2008,1806.0
RUS,Russia,Europe & Central Asia,2009,1588.0
RUS,Russia,Europe & Central Asia,2010,3275.0
RUS,Russia,Europe & Central Asia,2011,3146.0
RUS,Russia,Europe & Central Asia,2012,3002.0
RUS,Russia,Europe & Central Asia,2013,2843.0
RUS,Russia,Europe & Central Asia,2014,2290.0
RUS,Russia,Europe & Central Asia,2015,2178.0
RUS,Russia,Europe & Central Asia,2016,2082.0
RWA,Rwanda,Sub-Saharan Africa,2013,872.0
RWA,Rwanda,Sub-Saharan Africa,2016,845.0
SAU,Saudi Arabia,Middle East & North Africa,2013,12300.0
SEN,Senegal,Sub-Saharan Africa,2001,782.0
SEN,Senegal,Sub-Saharan Africa,2005,6042.0
SEN,Senegal,Sub-Saharan Africa,2011,1729.0
SLB,Solomon Islands,East Asia & Pacific,2005,997.0
SLB,Solomon Islands,East Asia & Pacific,2013,270.0
SLE,Sierra Leone,Sub-Saharan Africa,2003,395.0
SLE,Sierra Leone,Sub-Saharan Africa,2011,565.0
SLE,Sierra Leone,Sub-Saharan Africa,2014,480.0
SLE,Sierra Leone,Sub-Saharan Africa,2015,771.0
SLV,El Salvador,Latin America & Caribbean,2000,2395.0
SLV,El Salvador,Latin America & Caribbean,2001,1723.0
SLV,El Salvador,Latin America & Caribbean,2002,2222.0
SLV,El Salvador,Latin America & Caribbean,2003,2042.0
SLV,El Salvador,Latin America & Caribbean,2004,1942.0
SLV,El Salvador,Latin America & Caribbean,2005,1987.0
SLV,El Salvador,Latin America & Caribbean,2006,1845.0
SLV,El Salvador,Latin America & Caribbean,2007,2055.0
SLV,El Salvador,Latin America & Caribbean,2008,1850.0
SLV,El Salvador,Latin America & Caribbean,2009,2169.0
SLV,El Salvador,Latin America & Caribbean,2012,2527.0
SLV,El Salvador,Latin America & Caribbean,2014,2452.0
SLV,El Salvador,Latin America & Caribbean,2015,2737.0
SLV,El Salvador,Latin America & Caribbean,2016,2192.0
SLV,El Salvador,Latin America & Caribbean,2017,2296.0
SOM,Somalia,Sub-Saharan Africa,2013,351.0
SRB,Serbia,Europe & Central Asia,2010,1911.0
SRB,Serbia,Europe & Central Asia,2013,1225.0
SRB,Serbia,Europe & Central Asia,2014,1102.0
SRB,Serbia,Europe & Central Asia,2015,1063.0
SRB,Serbia,Europe & Central Asia,2016,1024.0
SRB,Serbia,Europe & Central Asia,2017,946.0
SRB,Serbia,Europe & Central Asia,2018,882.0
STP,São Tomé and Principe,Sub-Saharan Africa,2000,468.0
STP,São Tomé and Principe,Sub-Saharan Africa,2010,772.0
STP,São Tomé and Principe,Sub-Saharan Africa,2017,1373.0
SVK,Slovakia,Europe & Central Asia,2005,1755.0
SVK,Slovakia,Europe & Central Asia,2006,1734.0
SVK,Slovakia,Europe & Central Asia,2007,1727.0
SVK,Slovakia,Europe & Central Asia,2008,1867.0
SVK,Slovakia,Europe & Central Asia,2009,1860.0
SVK,Slovakia,Europe & Central Asia,2010,1901.0
SVK,Slovakia,Europe & Central Asia,2011,1743.0
SVK,Slovakia,Europe & Central Asia,2012,1798.0
SVK,Slovakia,Europe & Central Asia,2013,1751.0
SVK,Slovakia,Europe & Central Asia,2014,1734.0
SVK,Slovakia,Europe & Central Asia,2015,1722.0
SVK,Slovakia,Europe & Central Asia,2016,1667.0
SVK,Slovakia,Europe & Central Asia,2017,1623.0
SVN,Slovenia,Europe & Central Asia,2002,734.0
SVN,Slovenia,Europe & Central Asia,2003,553.0
SVN,Slovenia,Europe & Central Asia,2004,2003.0
SVN,Slovenia,Europe & Central Asia,2005,2216.0
SVN,Slovenia,Europe & Central Asia,2006,2621.0
SVN,Slovenia,Europe & Central Asia,2007,2454.0
SVN,Slovenia,Europe & Central Asia,2008,2541.0
SVN,Slovenia,Europe & Central Asia,2009,2607.0
SVN,Slovenia,Europe & Central Asia,2010,2592.0
SVN,Slovenia,Europe & Central Asia,2011,2515.0
SVN,Slovenia,Europe & Central Asia,2012,2449.0
SVN,Slovenia,Europe & Central Asia,2013,2327.0
SVN,Slovenia,Europe & Central Asia,2014,2313.0
SVN,Slovenia,Europe & Central Asia,2015,2210.0
SVN,Slovenia,Europe & Central Asia,2016,2267.0
SVN,Slovenia,Europe & Central Asia,2017,2396.0
SVN,Slovenia,Europe & Central Asia,2018,2411.0
SWZ,Eswatini,Sub-Saharan Africa,2009,661.0
SWZ,Eswatini,Sub-Saharan Africa,2016,607.0
SYC,Seychelles,Sub-Saharan Africa,2013,1421.0
TCD,Chad,Sub-Saharan Africa,2003,495.0
TCD,Chad,Sub-Saharan Africa,2011,871.0
TGO,Togo,Sub-Saharan Africa,2001,315.0
TGO,Togo,Sub-Saharan Africa,2006,633.0
TGO,Togo,Sub-Saharan Africa,2011,548.0
THA,Thailand,East Asia & Pacific,2010,10192.0
THA,Thailand,East Asia & Pacific,2011,9271.0
TJK,Tajikistan,Europe & Central Asia,2009,714.0
TJK,Tajikistan,Europe & Central Asia,2013,1554.0
TLS,Timor-Leste,East Asia & Pacific,2010,943.0
TTO,Trinidad and Tobago,Latin America & Caribbean,2000,11366.0
TTO,Trinidad and Tobago,Latin America & Caribbean,2011,13891.0
TUN,Tunisia,Middle East & North Africa,2000,10071.0
TUN,Tunisia,Middle East & North Africa,2001,12623.0
TUN,Tunisia,Middle East & North Africa,2005,3217.0
TUN,Tunisia,Middle East & North Africa,2010,32675.0
TUN,Tunisia,Middle East & North Africa,2011,596.0
TUN,Tunisia,Middle East & North Africa,2015,7011.0
TUR,Turkey,Europe & Central Asia,2002,1903.0
TUR,Turkey,Europe & Central Asia,2003,4728.0
TUR,Turkey,Europe & Central Asia,2004,1427.0
TUR,Turkey,Europe & Central Asia,2005,1462.0
TUR,Turkey,Europe & Central Asia,2009,19629.0
TUR,Turkey,Europe & Central Asia,2010,22367.0
TUR,Turkey,Europe & Central Asia,2013,24680.0
TUR,Turkey,Europe & Central Asia,2015,23593.0
TUR,Turkey,Europe & Central Asia,2016,23746.0
TUR,Turkey,Europe & Central Asia,2019,28003.0
TUV,Tuvalu,East Asia & Pacific,2010,393.0
TZA,Tanzania,Sub-Saharan Africa,2000,1144.0
TZA,Tanzania,Sub-Saharan Africa,2006,1269.0
TZA,Tanzania,Sub-Saharan Africa,2007,1952.0
TZA,Tanzania,Sub-Saharan Africa,2009,285.0
TZA,Tanzania,Sub-Saharan Africa,2011,377.0
TZA,Tanzania,Sub-Saharan Africa,2012,477.0
TZA,Tanzania,Sub-Saharan Africa,2014,1367.0
TZA,Tanzania,Sub-Saharan Africa,2018,380.0
UGA,Uganda,Sub-Saharan Africa,2002,629.0
UGA,Uganda,Sub-Saharan Africa,2005,511.0
UGA,Uganda,Sub-Saharan Africa,2012,467.0
UGA,Uganda,Sub-Saharan Africa,2016,1052.0
UKR,Ukraine,Europe & Central Asia,2002,3414.0
UKR,Ukraine,Europe & Central Asia,2004,3533.0
UKR,Ukraine,Europe & Central Asia,2005,3895.0
UKR,Ukraine,Europe & Central Asia,2006,3752.0
UKR,Ukraine,Europe & Central Asia,2007,3647.0
UKR,Ukraine,Europe & Central Asia,2008,3583.0
UKR,Ukraine,Europe & Central Asia,2009,3519.0
UKR,Ukraine,Europe & Central Asia,2010,3287.0
UKR,Ukraine,Europe & Central Asia,2011,3314.0
UKR,Ukraine,Europe & Central Asia,2012,3194.0
UKR,Ukraine,Europe & Central Asia,2013,3214.0
URY,Uruguay,Latin America & Caribbean,2000,4141.0
URY,Uruguay,Latin America & Caribbean,2001,3978.0
URY,Uruguay,Latin America & Caribbean,2002,4020.0
URY,Uruguay,Latin America & Caribbean,2003,3926.0
URY,Uruguay,Latin America & Caribbean,2004,4092.0
URY,Uruguay,Latin America & Caribbean,2005,3821.0
URY,Uruguay,Latin America & Caribbean,2006,15027.0
URY,Uruguay,Latin America & Caribbean,2007,9488.0
URY,Uruguay,Latin America & Caribbean,2008,9880.0
URY,Uruguay,Latin America & Caribbean,2009,9092.0
URY,Uruguay,Latin America & Caribbean,2010,8932.0
URY,Uruguay,Latin America & Caribbean,2011,8989.0
URY,Uruguay,Latin America & Caribbean,2012,8553.0
URY,Uruguay,Latin America & Caribbean,2014,9580.0
URY,Uruguay,Latin America & Caribbean,2015,8534.0
URY,Uruguay,Latin America & Caribbean,2016,8468.0
URY,Uruguay,Latin America & Caribbean,2017,6192.0
USA,United States of America,North America,2010,9577.0
USA,United States of America,North America,2011,9229.0
USA,United States of America,North America,2012,8923.0
USA,United States of America,North America,2013,14037.0
USA,United States of America,North America,2014,8890.0
USA,United States of America,North America,2015,8541.0
USA,United States of America,North America,2016,8582.0
USA,United States of America,North America,2017,8395.0
USA,United States of America,North America,2018,7991.0
UZB,Uzbekistan,Europe & Central Asia,2003,3580.0
VEN,Venezuela,Latin America & Caribbean,2000,4549.0
VEN,Venezuela,Latin America & Caribbean,2001,12681.0
VEN,Venezuela,Latin America & Caribbean,2002,14155.0
VEN,Venezuela,Latin America & Caribbean,2003,12411.0
VEN,Venezuela,Latin America & Caribbean,2004,11299.0
VEN,Venezuela,Latin America & Caribbean,2005,11509.0
VEN,Venezuela,Latin America & Caribbean,2006,12493.0
VNM,Vietnam,East Asia & Pacific,2007,58030.0
VNM,Vietnam,East Asia & Pacific,2008,117774.0
VNM,Vietnam,East Asia & Pacific,2009,4992.0
VNM,Vietnam,East Asia & Pacific,2010,66945.0
VNM,Vietnam,East Asia & Pacific,2012,1169.0
VNM,Vietnam,East Asia & Pacific,2014,1172.0
VNM,Vietnam,East Asia & Pacific,2016,1481.0
XKX,Kosovo,Europe & Central Asia,2008,1511.0
XKX,Kosovo,Europe & Central Asia,2012,706.0
XKX,Kosovo,Europe & Central Asia,2013,1189.0
XKX,Kosovo,Europe & Central Asia,2014,1171.0
ZAF,South Africa,Sub-Saharan Africa,2000,6426.0
ZAF,South Africa,Sub-Saharan Africa,2001,9720.0
ZAF,South Africa,Sub-Saharan Africa,2003,9007.0
ZAF,South Africa,Sub-Saharan Africa,2004,8730.0
ZAF,South Africa,Sub-Saharan Africa,2005,9356.0
ZAF,South Africa,Sub-Saharan Africa,2006,8939.0
ZAF,South Africa,Sub-Saharan Africa,2007,9570.0
ZAF,South Africa,Sub-Saharan Africa,2008,16957.0
ZAF,South Africa,Sub-Saharan Africa,2009,16377.0
ZAF,South Africa,Sub-Saharan Africa,2010,15663.0
ZAF,South Africa,Sub-Saharan Africa,2012,16961.0
ZAF,South Africa,Sub-Saharan Africa,2013,17629.0
ZAF,South Africa,Sub-Saharan Africa,2014,15986.0
ZAF,South Africa,Sub-Saharan Africa,2015,15076.0
ZAF,South Africa,Sub-Saharan Africa,2016,14216.0
ZAF,South Africa,Sub-Saharan Africa,2017,3112.0
ZAF,South Africa,Sub-Saharan Africa,2018,14240.0
ZAF,South Africa,Sub-Saharan Africa,2019,13719.0
ZAF,South Africa,Sub-Saharan Africa,2020,10368.0
ZMB,Zambia,Sub-Saharan Africa,2002,2045.0
ZMB,Zambia,Sub-Saharan Africa,2004,2497.0
ZMB,Zambia,Sub-Saharan Africa,2008,3186.0
ZMB,Zambia,Sub-Saharan Africa,2010,3746.0
ZMB,Zambia,Sub-Saharan Africa,2012,1605.0
ZMB,Zambia,Sub-Saharan Africa,2014,1425.0
ZMB,Zambia,Sub-Saharan Africa,2015,2712.0
ZWE,Zimbabwe,Sub-Saharan Africa,2001,1563.0
ZWE,Zimbabwe,Sub-Saharan Africa,2007,691.0
ZWE,Zimbabwe,Sub-Saharan Africa,2011,1087.0
ZWE,Zimbabwe,Sub-Saharan Africa,2017,3028.0
